title,link,pub_date,cleaned_text,sentiment,Date,Open,High,Low,Close,Adj Close,Volume
10 top performing Multi Cap ULIPs - Morningstar India,https://news.google.com/rss/articles/CBMiTWh0dHBzOi8vd3d3Lm1vcm5pbmdzdGFyLmluL3Bvc3RzLzY1OTQ5LzEwLXRvcC1wZXJmb3JtaW5nLW11bHRpLWNhcC11bGlwcy5hc3B40gEA?oc=5,2021-12-14,10 top performing multi cap ulips morningstar india,0.5,2021-12-14,2196.7392578125,2220.7373046875,2190.6474609375,2196.877685546875,2182.025146484375,6495761
Network18 Media hits over 11-year high on heavy volumes; up 42% in 4 days - Business Standard,https://news.google.com/rss/articles/CBMif2h0dHBzOi8vd3d3LmJ1c2luZXNzLXN0YW5kYXJkLmNvbS9hcnRpY2xlL21hcmtldHMvbmV0d29yazE4LW1lZGlhLWhpdHMtb3Zlci0xMS15ZWFyLWhpZ2gtem9vbXMtNDItaW4tNC1kYXlzLTEyMTEyMTAwMDQyN18xLmh0bWzSAYMBaHR0cHM6Ly93d3cuYnVzaW5lc3Mtc3RhbmRhcmQuY29tL2FtcC9hcnRpY2xlL21hcmtldHMvbmV0d29yazE4LW1lZGlhLWhpdHMtb3Zlci0xMS15ZWFyLWhpZ2gtem9vbXMtNDItaW4tNC1kYXlzLTEyMTEyMTAwMDQyN18xLmh0bWw?oc=5,2021-12-10,network18 media hits 11 year high heavy volumes 42 4 days business standard,-0.013333333333333336,2021-12-10,2252.349853515625,2276.1171875,2243.212158203125,2269.610107421875,2254.265869140625,4182207
"Future Retail, group stocks rally up to 20% on latest twist in Amazon deal - IndiaTimes",https://news.google.com/rss/articles/CBMikQFodHRwczovL20uZWNvbm9taWN0aW1lcy5jb20vbWFya2V0cy9zdG9ja3MvbmV3cy9mdXR1cmUtcmV0YWlsLWdyb3VwLXN0b2Nrcy1yYWxseS11cC10by0yMC1vbi1sYXRlc3QtdHdpc3QtaW4tYW1hem9uLWRlYWwvYXJ0aWNsZXNob3cvODgzODMxNDYuY21z0gGVAWh0dHBzOi8vbS5lY29ub21pY3RpbWVzLmNvbS9tYXJrZXRzL3N0b2Nrcy9uZXdzL2Z1dHVyZS1yZXRhaWwtZ3JvdXAtc3RvY2tzLXJhbGx5LXVwLXRvLTIwLW9uLWxhdGVzdC10d2lzdC1pbi1hbWF6b24tZGVhbC9hbXBfYXJ0aWNsZXNob3cvODgzODMxNDYuY21z?oc=5,2021-12-20,future retail group stocks rally 20 latest twist amazon deal indiatimes,0.25,2021-12-20,2139.374755859375,2139.374755859375,2074.072509765625,2101.993408203125,2087.782470703125,7162923
Markets have over-reacted to Omicron Covid variant; buy the dips: Analysts - Business Standard,https://news.google.com/rss/articles/CBMijgFodHRwczovL3d3dy5idXNpbmVzcy1zdGFuZGFyZC5jb20vYXJ0aWNsZS9tYXJrZXRzL21hcmtldHMtaGF2ZS1vdmVyLXJlYWN0ZWQtdG8tb21pY3Jvbi1jb3ZpZC12YXJpYW50LWJ1eS10aGUtZGlwcy1hbmFseXN0cy0xMjExMTI5MDAzMzlfMS5odG1s0gGSAWh0dHBzOi8vd3d3LmJ1c2luZXNzLXN0YW5kYXJkLmNvbS9hbXAvYXJ0aWNsZS9tYXJrZXRzL21hcmtldHMtaGF2ZS1vdmVyLXJlYWN0ZWQtdG8tb21pY3Jvbi1jb3ZpZC12YXJpYW50LWJ1eS10aGUtZGlwcy1hbmFseXN0cy0xMjExMTI5MDAzMzlfMS5odG1s?oc=5,2021-11-29,markets reacted omicron covid variant buy dips analysts business standard,0.0,2021-11-29,2251.28857421875,2307.499267578125,2214.368408203125,2253.503662109375,2238.2685546875,12162677
Reliance Capital Insolvency: Deloitte comes on board to support RBI-appointed administrator - Moneycontrol,https://news.google.com/rss/articles/CBMimgFodHRwczovL3d3dy5tb25leWNvbnRyb2wuY29tL25ld3MvYnVzaW5lc3MvY29ycG9yYXRlLWFjdGlvbi9yZWwtY2FwLWluc29sdmVuY3ktZGVsb2l0dGUtY29tZXMtb24tYm9hcmQtdG8tc3VwcG9ydC1yYmktYXBwb2ludGVkLWFkbWluaXN0cmF0b3ItNzgwODc2MS5odG1s0gGeAWh0dHBzOi8vd3d3Lm1vbmV5Y29udHJvbC5jb20vbmV3cy9idXNpbmVzcy9jb3Jwb3JhdGUtYWN0aW9uL3JlbC1jYXAtaW5zb2x2ZW5jeS1kZWxvaXR0ZS1jb21lcy1vbi1ib2FyZC10by1zdXBwb3J0LXJiaS1hcHBvaW50ZWQtYWRtaW5pc3RyYXRvci03ODA4NzYxLmh0bWwvYW1w?oc=5,2021-12-09,reliance capital insolvency deloitte comes board support rbi appointed administrator moneycontrol,0.0,2021-12-09,2247.504150390625,2284.331787109375,2238.274169921875,2267.302490234375,2251.973876953125,6606773
3 stocks that can give double-digit returns next year: Sandip Sabharwal - IndiaTimes,https://news.google.com/rss/articles/CBMihQFodHRwczovL20uZWNvbm9taWN0aW1lcy5jb20vbWFya2V0cy9leHBlcnQtdmlldy8zLXN0b2Nrcy10aGF0LWNhbi1naXZlLWRvdWJsZS1kaWdpdC1yZXR1cm5zLXNhbmRpcC1zYWJoYXJ3YWwvYXJ0aWNsZXNob3cvODgyNTc2NTUuY21z0gGJAWh0dHBzOi8vbS5lY29ub21pY3RpbWVzLmNvbS9tYXJrZXRzL2V4cGVydC12aWV3LzMtc3RvY2tzLXRoYXQtY2FuLWdpdmUtZG91YmxlLWRpZ2l0LXJldHVybnMtc2FuZGlwLXNhYmhhcndhbC9hbXBfYXJ0aWNsZXNob3cvODgyNTc2NTUuY21z?oc=5,2021-12-14,3 stocks give double digit returns next year sandip sabharwal indiatimes,0.0,2021-12-14,2196.7392578125,2220.7373046875,2190.6474609375,2196.877685546875,2182.025146484375,6495761
Future Group Shares Soar As Amazon India Deal Suspended - Forbes,https://news.google.com/rss/articles/CBMibmh0dHBzOi8vd3d3LmZvcmJlcy5jb20vc2l0ZXMvbWFya2ZhaXRoZnVsbC8yMDIxLzEyLzIzL2Z1dHVyZS1ncm91cC1zaGFyZXMtc29hci1hcy1hbWF6b24taW5kaWEtZGVhbC1zdXNwZW5kZWQv0gEA?oc=5,2021-12-23,future group shares soar amazon india deal suspended forbes,0.0,2021-12-23,2191.201171875,2196.7392578125,2176.4794921875,2183.125,2168.365478515625,4536200
"Sensex closes in red, Nifty ends below 17k; PSU bank, metal, auto dip | Stock Market News - Mint",https://news.google.com/rss/articles/CBMisgFodHRwczovL3d3dy5saXZlbWludC5jb20vbWFya2V0L2xpdmUtYmxvZy9zaGFyZS1tYXJrZXQtbGl2ZS11cGRhdGVzLXNlbnNleC1uaWZ0eS1ic2UtbnNlLXN0b2NrLW1hcmtldC10b2RheS0zMC0xMS0yMDIxLWdvLWZhc2hpb24tcmVsaWFuY2Uta290YWstbWFoaW5kcmEtYmFuay0xMTYzODIxNzgxNzUxMS5odG1s0gG2AWh0dHBzOi8vd3d3LmxpdmVtaW50LmNvbS9tYXJrZXQvbGl2ZS1ibG9nL3NoYXJlLW1hcmtldC1saXZlLXVwZGF0ZXMtc2Vuc2V4LW5pZnR5LWJzZS1uc2Utc3RvY2stbWFya2V0LXRvZGF5LTMwLTExLTIwMjEtZ28tZmFzaGlvbi1yZWxpYW5jZS1rb3Rhay1tYWhpbmRyYS1iYW5rL2FtcC0xMTYzODIxNzgxNzUxMS5odG1s?oc=5,2021-11-30,sensex closes red nifty ends 17k psu bank metal auto dip stock market news mint,0.0,2021-11-30,2277.963134765625,2285.2548828125,2204.90771484375,2220.183349609375,2205.17333984375,16086149
"Closing Bell: Sensex gains 1,000 pts, Nifty above 17,400 as RBI keeps rate unchanged - Moneycontrol",https://news.google.com/rss/articles/CBMihQJodHRwczovL3d3dy5tb25leWNvbnRyb2wuY29tL25ld3MvYnVzaW5lc3MvbWFya2V0cy9zaGFyZS1tYXJrZXQtbGl2ZS11cGRhdGVzLXN0b2NrLW1hcmtldC10b2RheS1kZWNlbWJlci04LWxhdGVzdC1uZXdzLWJzZS1uc2Utc2Vuc2V4LW5pZnR5LWNvdmlkLWNvcm9uYXZpcnVzLXNocmlyYW0tcHJvcGVydGllcy1yYXRlZ2Fpbi10cmF2ZWwtcmVsaWFuY2UtaW5kdXN0cmllcy1uaHBjLWhpbmR1c3Rhbi16aW5jLWJyaWdodGNvbS1ncm91cC03ODAxODgxLmh0bWzSAYkCaHR0cHM6Ly93d3cubW9uZXljb250cm9sLmNvbS9uZXdzL2J1c2luZXNzL21hcmtldHMvc2hhcmUtbWFya2V0LWxpdmUtdXBkYXRlcy1zdG9jay1tYXJrZXQtdG9kYXktZGVjZW1iZXItOC1sYXRlc3QtbmV3cy1ic2UtbnNlLXNlbnNleC1uaWZ0eS1jb3ZpZC1jb3JvbmF2aXJ1cy1zaHJpcmFtLXByb3BlcnRpZXMtcmF0ZWdhaW4tdHJhdmVsLXJlbGlhbmNlLWluZHVzdHJpZXMtbmhwYy1oaW5kdXN0YW4temluYy1icmlnaHRjb20tZ3JvdXAtNzgwMTg4MS5odG1sL2FtcA?oc=5,2021-12-08,closing bell sensex gains 1 000 pts nifty 17 400 rbi keeps rate unchanged moneycontrol,0.0,2021-12-08,2237.443603515625,2244.550537109375,2221.01416015625,2231.905517578125,2216.816162109375,4372089
Did you know microplastics can cause cell death? - IndiaTimes,https://news.google.com/rss/articles/CBMilAFodHRwczovL20uZWNvbm9taWN0aW1lcy5jb20vbmV3cy9zY2llbmNlL2RpZC15b3Uta25vdy1taWNyb3BsYXN0aWNzLWNhbi1jYXVzZS1jZWxsLWRlYXRoL21pY3JvcGxhc3RpY3MtY2FuLWRhbWFnZS1odW1hbi1jZWxscy9zbGlkZXNob3cvODgxODkxODIuY21z0gEA?oc=5,2021-12-09,know microplastics cause cell death indiatimes,0.0,2021-12-09,2247.504150390625,2284.331787109375,2238.274169921875,2267.302490234375,2251.973876953125,6606773
BT shares jump on report Reliance mulling takeover bid for British telecommunications giant - Telegraph India,https://news.google.com/rss/articles/CBMijwFodHRwczovL3d3dy50ZWxlZ3JhcGhpbmRpYS5jb20vYnVzaW5lc3MvYnQtc2hhcmVzLWp1bXAtb24tcmVwb3J0LXJlbGlhbmNlLW11bGxpbmctdGFrZW92ZXItYmlkLWZvci1icml0aXNoLXRlbGVjb21tdW5pY2F0aW9ucy1naWFudC9jaWQvMTg0MTI1MdIBkwFodHRwczovL3d3dy50ZWxlZ3JhcGhpbmRpYS5jb20vYW1wL2J1c2luZXNzL2J0LXNoYXJlcy1qdW1wLW9uLXJlcG9ydC1yZWxpYW5jZS1tdWxsaW5nLXRha2VvdmVyLWJpZC1mb3ItYnJpdGlzaC10ZWxlY29tbXVuaWNhdGlvbnMtZ2lhbnQvY2lkLzE4NDEyNTE?oc=5,2021-11-30,bt shares jump report reliance mulling takeover bid british telecommunications giant telegraph india,0.0,2021-11-30,2277.963134765625,2285.2548828125,2204.90771484375,2220.183349609375,2205.17333984375,16086149
Mukesh Ambani turns to WhatsApp to break Amazon's grip on Indian grocery shoppers - IndiaTimes,https://news.google.com/rss/articles/CBMinAFodHRwczovL20uZWNvbm9taWN0aW1lcy5jb20vaW5kdXN0cnkvc2VydmljZXMvcmV0YWlsL211a2VzaC1hbWJhbmktdHVybnMtdG8td2hhdHNhcHAtdG8tYnJlYWstYW1hem9ucy1ncmlwLW9uLWluZGlhbi1ncm9jZXJ5LWJ1eWVycy9hcnRpY2xlc2hvdy84Nzk5MzUxMi5jbXPSAaABaHR0cHM6Ly9tLmVjb25vbWljdGltZXMuY29tL2luZHVzdHJ5L3NlcnZpY2VzL3JldGFpbC9tdWtlc2gtYW1iYW5pLXR1cm5zLXRvLXdoYXRzYXBwLXRvLWJyZWFrLWFtYXpvbnMtZ3JpcC1vbi1pbmRpYW4tZ3JvY2VyeS1idXllcnMvYW1wX2FydGljbGVzaG93Lzg3OTkzNTEyLmNtcw?oc=5,2021-11-30,mukesh ambani turns whatsapp break amazon grip indian grocery shoppers indiatimes,0.0,2021-11-30,2277.963134765625,2285.2548828125,2204.90771484375,2220.183349609375,2205.17333984375,16086149
US releases new batch of documents about JFK assassination - IndiaTimes,https://news.google.com/rss/articles/CBMihwFodHRwczovL20uZWNvbm9taWN0aW1lcy5jb20vbmV3cy9pbmRpYS91cy1yZWxlYXNlcy1uZXctYmF0Y2gtb2YtZG9jdW1lbnRzLWFib3V0LWpmay1hc3Nhc3NpbmF0aW9uLzE1MDAtZG9jdW1lbnRzL3NsaWRlc2hvdy84ODMxNDk2OC5jbXPSAQA?oc=5,2021-12-16,us releases new batch documents jfk assassination indiatimes,0.13636363636363635,2021-12-16,2220.460205078125,2229.505615234375,2186.26318359375,2218.798828125,2203.798095703125,4880639
RBI appoints advisory committee to assist Reliance Capital administrator - Moneycontrol,https://news.google.com/rss/articles/CBMigAFodHRwczovL3d3dy5tb25leWNvbnRyb2wuY29tL25ld3MvYnVzaW5lc3MvcmJpLWFwcG9pbnRzLWFkdmlzb3J5LWNvbW1pdHRlZS10by1hc3Npc3QtcmVsaWFuY2UtY2FwaXRhbC1hZG1pbmlzdHJhdG9yLTc3NzcyOTEuaHRtbNIBhAFodHRwczovL3d3dy5tb25leWNvbnRyb2wuY29tL25ld3MvYnVzaW5lc3MvcmJpLWFwcG9pbnRzLWFkdmlzb3J5LWNvbW1pdHRlZS10by1hc3Npc3QtcmVsaWFuY2UtY2FwaXRhbC1hZG1pbmlzdHJhdG9yLTc3NzcyOTEuaHRtbC9hbXA?oc=5,2021-11-30,rbi appoints advisory committee assist reliance capital administrator moneycontrol,0.0,2021-11-30,2277.963134765625,2285.2548828125,2204.90771484375,2220.183349609375,2205.17333984375,16086149
"Policybazaar, Maruti Suzuki, Rail Vikas Nigam, Strides Pharma and other stocks to watch out on December 1 - Business Insider India",https://news.google.com/rss/articles/CBMicWh0dHBzOi8vd3d3LmJ1c2luZXNzaW5zaWRlci5pbi9zdG9jay1tYXJrZXQvbmV3cy90b3Atc3RvY2tzLXRvLXdhdGNoLW91dC1mb3Itb24tZGVjZW1iZXItMS9zbGlkZWxpc3QvODgwMjA5MDIuY21z0gFxaHR0cHM6Ly93d3cuYnVzaW5lc3NpbnNpZGVyLmluL3N0b2NrLW1hcmtldC9uZXdzL3RvcC1zdG9ja3MtdG8td2F0Y2gtb3V0LWZvci1vbi1kZWNlbWJlci0xL3NsaWRlbGlzdC84ODAyMDkwMi5jbXM?oc=5,2021-12-01,policybazaar maruti suzuki rail vikas nigam strides pharma stocks watch december 1 business insider india,0.0,2021-12-01,2245.658203125,2283.501220703125,2238.366455078125,2277.040283203125,2261.645751953125,5052305
"JSW Energy (Barmer) buys back shares for Rs 1,000 crore - Business Standard",https://news.google.com/rss/articles/CBMie2h0dHBzOi8vd3d3LmJ1c2luZXNzLXN0YW5kYXJkLmNvbS9hcnRpY2xlL21hcmtldHMvanN3LWVuZXJneS1iYXJtZXItYnV5cy1iYWNrLXNoYXJlcy1mb3ItcnMtMS0wMDAtY3JvcmUtMTIxMTIyMTAxMTcxXzEuaHRtbNIBf2h0dHBzOi8vd3d3LmJ1c2luZXNzLXN0YW5kYXJkLmNvbS9hbXAvYXJ0aWNsZS9tYXJrZXRzL2pzdy1lbmVyZ3ktYmFybWVyLWJ1eXMtYmFjay1zaGFyZXMtZm9yLXJzLTEtMDAwLWNyb3JlLTEyMTEyMjEwMTE3MV8xLmh0bWw?oc=5,2021-12-21,jsw energy barmer buys back shares rs 1 000 crore business standard,0.0,2021-12-21,2133.375244140625,2165.357177734375,2115.699951171875,2133.282958984375,2118.8603515625,6418280
You are fired! - Meet the man who fired 900 employees in one zoom call! - IndiaTimes,https://news.google.com/rss/articles/CBMie2h0dHBzOi8vbS5lY29ub21pY3RpbWVzLmNvbS9qb2JzL21lZXQtdGhlLW1hbi13aG8tZmlyZWQtOTAwLWVtcGxveWVlcy1pbi1vbmUtem9vbS1jYWxsL3lvdS1hcmUtZmlyZWQvc2xpZGVzaG93Lzg4MTQzMDgxLmNtc9IBAA?oc=5,2021-12-07,fired meet man fired 900 employees one zoom call indiatimes,0.0,2021-12-07,2193.185791015625,2218.89111328125,2178.279296875,2198.44677734375,2183.583740234375,5617561
"MapmyIndia, Adani Enterprises, Axis Bank and other hot stocks on December 21 as Nifty looks set for a rebound - Business Insider India",https://news.google.com/rss/articles/CBMiswFodHRwczovL3d3dy5idXNpbmVzc2luc2lkZXIuaW4vc3RvY2stbWFya2V0L25ld3MvbWFwbXlpbmRpYS1hZGFuaS1lbnRlcnByaXNlcy1heGlzLWJhbmstYW5kLW90aGVyLWhvdC1zdG9ja3Mtb24tZGVjZW1iZXItMjEtYXMtbmlmdHktbG9va3Mtc2V0LWZvci1hLXJlYm91bmQvc2xpZGVsaXN0Lzg4NDAyMjE2LmNtc9IBswFodHRwczovL3d3dy5idXNpbmVzc2luc2lkZXIuaW4vc3RvY2stbWFya2V0L25ld3MvbWFwbXlpbmRpYS1hZGFuaS1lbnRlcnByaXNlcy1heGlzLWJhbmstYW5kLW90aGVyLWhvdC1zdG9ja3Mtb24tZGVjZW1iZXItMjEtYXMtbmlmdHktbG9va3Mtc2V0LWZvci1hLXJlYm91bmQvc2xpZGVsaXN0Lzg4NDAyMjE2LmNtcw?oc=5,2021-12-21,mapmyindia adani enterprises axis bank hot stocks december 21 nifty looks set rebound business insider india,0.25,2021-12-21,2133.375244140625,2165.357177734375,2115.699951171875,2133.282958984375,2118.8603515625,6418280
"Infosys, Raymond, Tata Power, Maruti Suzuki and other hot stocks to watch out for on December 2 - Business Insider India",https://news.google.com/rss/articles/CBMipAFodHRwczovL3d3dy5idXNpbmVzc2luc2lkZXIuaW4vc3RvY2stbWFya2V0L25ld3MvaW5mb3N5cy1yYXltb25kLXRhdGEtcG93ZXItbWFydXRpLXN1enVraS1hbmQtb3RoZXItaG90LXN0b2Nrcy10by13YXRjaC1vdXQtZm9yLW9uLWRlY2VtYmVyLTIvc2xpZGVsaXN0Lzg4MDQxNzE4LmNtc9IBpAFodHRwczovL3d3dy5idXNpbmVzc2luc2lkZXIuaW4vc3RvY2stbWFya2V0L25ld3MvaW5mb3N5cy1yYXltb25kLXRhdGEtcG93ZXItbWFydXRpLXN1enVraS1hbmQtb3RoZXItaG90LXN0b2Nrcy10by13YXRjaC1vdXQtZm9yLW9uLWRlY2VtYmVyLTIvc2xpZGVsaXN0Lzg4MDQxNzE4LmNtcw?oc=5,2021-12-02,infosys raymond tata power maruti suzuki hot stocks watch december 2 business insider india,0.25,2021-12-02,2279.5322265625,2303.99169921875,2272.055908203125,2291.669677734375,2276.17626953125,6360205
"L&T, Tata Power, Jet Airways, Biocon and other stocks that are in focus on December 3 - Business Insider India",https://news.google.com/rss/articles/CBMimQFodHRwczovL3d3dy5idXNpbmVzc2luc2lkZXIuaW4vc3RvY2stbWFya2V0L25ld3MvbHQtdGF0YS1wb3dlci1qZXQtYWlyd2F5cy1iaW9jb24tYW5kLW90aGVyLXN0b2Nrcy10aGF0LWFyZS1pbi1mb2N1cy1vbi1kZWNlbWJlci0zL3NsaWRlbGlzdC84ODA2MzQyNS5jbXPSAZkBaHR0cHM6Ly93d3cuYnVzaW5lc3NpbnNpZGVyLmluL3N0b2NrLW1hcmtldC9uZXdzL2x0LXRhdGEtcG93ZXItamV0LWFpcndheXMtYmlvY29uLWFuZC1vdGhlci1zdG9ja3MtdGhhdC1hcmUtaW4tZm9jdXMtb24tZGVjZW1iZXItMy9zbGlkZWxpc3QvODgwNjM0MjUuY21z?oc=5,2021-12-03,l tata power jet airways biocon stocks focus december 3 business insider india,0.0,2021-12-03,2306.0224609375,2306.11474609375,2215.19921875,2222.81396484375,2207.7861328125,9611240
Top performing Mid Cap ULIPs - Morningstar India,https://news.google.com/rss/articles/CBMiSGh0dHBzOi8vd3d3Lm1vcm5pbmdzdGFyLmluL3Bvc3RzLzY2MDI3L3RvcC1wZXJmb3JtaW5nLW1pZC1jYXAtdWxpcHMuYXNweNIBAA?oc=5,2021-12-21,top performing mid cap ulips morningstar india,0.25,2021-12-21,2133.375244140625,2165.357177734375,2115.699951171875,2133.282958984375,2118.8603515625,6418280
"CES 2022 - Meet Ameca, the humanoid robot that has expressions down to a pat - IndiaTimes",https://news.google.com/rss/articles/CBMiiQFodHRwczovL20uZWNvbm9taWN0aW1lcy5jb20vbmV3cy9zY2llbmNlL21lZXQtYW1lY2EtdGhlLWh1bWFub2lkLXJvYm90LXRoYXQtaGFzLWV4cHJlc3Npb25zLWRvd24tdG8tYS1wYXQvY2VzLTIwMjIvc2xpZGVzaG93Lzg4MTQ1MDM1LmNtc9IBAA?oc=5,2021-12-07,ces 2022 meet ameca humanoid robot expressions pat indiatimes,0.0,2021-12-07,2193.185791015625,2218.89111328125,2178.279296875,2198.44677734375,2183.583740234375,5617561
Lionel Messi wins his seventh Ballon d'Or; Lewandowski finishes second - 2021 - IndiaTimes,https://news.google.com/rss/articles/CBMilgFodHRwczovL20uZWNvbm9taWN0aW1lcy5jb20vbmV3cy9zcG9ydHMvbGlvbmVsLW1lc3NpLXdpbnMtaGlzLXNldmVudGgtYmFsbG9uLWRvci1sZXdhbmRvd3NraS1maW5pc2hlcy1zZWNvbmQvbGV3YW5kb3dza2ktcm9iYmVkL3NsaWRlc2hvdy84Nzk5OTkyOC5jbXPSAQA?oc=5,2021-11-30,lionel messi wins seventh ballon lewandowski finishes second 2021 indiatimes,0.15,2021-11-30,2277.963134765625,2285.2548828125,2204.90771484375,2220.183349609375,2205.17333984375,16086149
7 Stocks that Mutual Funds Can't get Enough of - Equitymaster,https://news.google.com/rss/articles/CBMic2h0dHBzOi8vd3d3LmVxdWl0eW1hc3Rlci5jb20vZGV0YWlsLmFzcD9kYXRlPTEyLzAxLzIwMjEmc3Rvcnk9NSZ0aXRsZT03LVN0b2Nrcy10aGF0LU11dHVhbC1GdW5kcy1DYW50LWdldC1Fbm91Z2gtb2bSAQA?oc=5,2021-12-01,7 stocks mutual funds get enough equitymaster,0.0,2021-12-01,2245.658203125,2283.501220703125,2238.366455078125,2277.040283203125,2261.645751953125,5052305
Best Stocks to Buy in India Today - AskTraders,https://news.google.com/rss/articles/CBMiVGh0dHBzOi8vd3d3LmFza3RyYWRlcnMuY29tL2xlYXJuLXRvLXRyYWRlL3N0b2NrLXRyYWRpbmcvYmVzdC1zdG9ja3MtdG8tYnV5LWluLWluZGlhL9IBAA?oc=5,2021-12-01,best stocks buy india today asktraders,1.0,2021-12-01,2245.658203125,2283.501220703125,2238.366455078125,2277.040283203125,2261.645751953125,5052305
Why And How ITC Became India's Favourite Meme Stock Online - Indiatimes.com,https://news.google.com/rss/articles/CBMiVGh0dHBzOi8vd3d3LmluZGlhdGltZXMuY29tL3dvcnRoL25ld3MvaXRjLWV2ZXJ5b25lcy1mYXZvdXJpdGUtbWVtZS1zdG9jay01NTUxMTQuaHRtbNIBWGh0dHBzOi8vd3d3LmluZGlhdGltZXMuY29tL2FtcC93b3J0aC9uZXdzL2l0Yy1ldmVyeW9uZXMtZmF2b3VyaXRlLW1lbWUtc3RvY2stNTU1MTE0Lmh0bWw?oc=5,2021-12-20,itc became india favourite meme stock online indiatimes com,0.0,2021-12-20,2139.374755859375,2139.374755859375,2074.072509765625,2101.993408203125,2087.782470703125,7162923
Has Reliance Steel (RS) Outpaced Other Industrial Products Stocks This Year? - Yahoo Finance,https://news.google.com/rss/articles/CBMiTmh0dHBzOi8vZmluYW5jZS55YWhvby5jb20vbmV3cy9yZWxpYW5jZS1zdGVlbC1ycy1vdXRwYWNlZC1vdGhlci0xNTAzMDMzNDEuaHRtbNIBAA?oc=5,2021-11-29,reliance steel rs outpaced industrial products stocks year yahoo finance,0.0,2021-11-29,2251.28857421875,2307.499267578125,2214.368408203125,2253.503662109375,2238.2685546875,12162677
Reliance Industries should consider de-merger to unlock value - Business Standard,https://news.google.com/rss/articles/CBMigwFodHRwczovL3d3dy5idXNpbmVzcy1zdGFuZGFyZC5jb20vcG9kY2FzdC9tYXJrZXRzL3JlbGlhbmNlLWluZHVzdHJpZXMtc2hvdWxkLWNvbnNpZGVyLWRlLW1lcmdlci10by11bmxvY2stdmFsdWUtMTIyMDExMTAwMDY4XzEuaHRtbNIBhwFodHRwczovL3d3dy5idXNpbmVzcy1zdGFuZGFyZC5jb20vYW1wL3BvZGNhc3QvbWFya2V0cy9yZWxpYW5jZS1pbmR1c3RyaWVzLXNob3VsZC1jb25zaWRlci1kZS1tZXJnZXItdG8tdW5sb2NrLXZhbHVlLTEyMjAxMTEwMDA2OF8xLmh0bWw?oc=5,2022-01-11,reliance industries consider de merger unlock value business standard,0.0,2022-01-11,2248.42724609375,2284.3779296875,2247.504150390625,2266.471923828125,2251.14892578125,8102582
Shapoorji Pallonji sells 1.84 cr shares of SWREL to Reliance - IndiaTimes,https://news.google.com/rss/articles/CBMihQFodHRwczovL20uZWNvbm9taWN0aW1lcy5jb20vaW5kdXN0cnkvcmVuZXdhYmxlcy9zaGFwb29yamktcGFsbG9uamktc2VsbHMtMS04NC1jci1zaGFyZXMtb2Ytc3dyZWwtdG8tcmVsaWFuY2UvYXJ0aWNsZXNob3cvODg3Mzk4ODUuY21z0gGJAWh0dHBzOi8vbS5lY29ub21pY3RpbWVzLmNvbS9pbmR1c3RyeS9yZW5ld2FibGVzL3NoYXBvb3JqaS1wYWxsb25qaS1zZWxscy0xLTg0LWNyLXNoYXJlcy1vZi1zd3JlbC10by1yZWxpYW5jZS9hbXBfYXJ0aWNsZXNob3cvODg3Mzk4ODUuY21z?oc=5,2022-01-06,shapoorji pallonji sells 1 84 cr shares swrel reliance indiatimes,0.0,2022-01-06,2262.456787109375,2265.041259765625,2223.506103515625,2230.4287109375,2215.349365234375,7223711
Reliance New Energy Solar acquires 100% stake in Faradion Limited - Moneycontrol,https://news.google.com/rss/articles/CBMidWh0dHBzOi8vd3d3Lm1vbmV5Y29udHJvbC5jb20vbmV3cy9idXNpbmVzcy9jb21wYW5pZXMvcmVsaWFuY2UtbmV3LWVuZXJneS1zb2xhci1hY3F1aXJlcy1mYXJhZGlvbi1saW1pdGVkLTc4ODQ4MTEuaHRtbNIBeWh0dHBzOi8vd3d3Lm1vbmV5Y29udHJvbC5jb20vbmV3cy9idXNpbmVzcy9jb21wYW5pZXMvcmVsaWFuY2UtbmV3LWVuZXJneS1zb2xhci1hY3F1aXJlcy1mYXJhZGlvbi1saW1pdGVkLTc4ODQ4MTEuaHRtbC9hbXA?oc=5,2021-12-31,reliance new energy solar acquires 100 stake faradion limited moneycontrol,0.032467532467532464,2021-12-31,2190.2783203125,2200.3388671875,2178.279296875,2185.8017578125,2171.024169921875,4738645
What India’s top 5 biggest wealth destroyers can teach you about investing | Stock Market News - Mint,https://news.google.com/rss/articles/CBMikAFodHRwczovL3d3dy5saXZlbWludC5jb20vbWFya2V0L3N0b2NrLW1hcmtldC1uZXdzL3doYXQtaW5kaWEtcy10b3AtNS1iaWdnZXN0LXdlYWx0aC1kZXN0cm95ZXJzLWNhbi10ZWFjaC15b3UtYWJvdXQtaW52ZXN0aW5nLTExNjQwNzUzNDk1MjE1Lmh0bWzSAZQBaHR0cHM6Ly93d3cubGl2ZW1pbnQuY29tL21hcmtldC9zdG9jay1tYXJrZXQtbmV3cy93aGF0LWluZGlhLXMtdG9wLTUtYmlnZ2VzdC13ZWFsdGgtZGVzdHJveWVycy1jYW4tdGVhY2gteW91LWFib3V0LWludmVzdGluZy9hbXAtMTE2NDA3NTM0OTUyMTUuaHRtbA?oc=5,2021-12-29,india top 5 biggest wealth destroyers teach investing stock market news mint,0.5,2021-12-29,2206.892333984375,2232.736328125,2198.677490234375,2217.5068359375,2202.514892578125,7712656
